state,lga,latitude,longitude,season,rainfall_mm,elevation_m,river_distance_km,soil_type,drainage,risk_score,risk_class
Oyo,Ibadan South East,7.339937,3.908793,wet,199.7,217.4,65.392,loamy,none,0.3632,Medium
Oyo,Ibadan South East,7.381009,3.9196,wet,211.1,217.29,66.329,silty,none,0.4019,High
Oyo,Ibadan South East,7.386268,3.916962,dry,55.7,218.73,66.861,clay,none,0.3631,Medium
Oyo,Ibadan South East,7.381266,3.94404,dry,59.2,217.31,63.977,clay,none,0.3661,Medium
Oyo,Ibadan South East,7.347229,3.916409,dry,62.9,217.4,64.965,clay,basic,0.3153,Medium
Oyo,Ibadan South East,7.333639,3.928678,dry,58.9,214.68,63.105,clay,none,0.3684,Medium
Oyo,Ibadan South East,7.34958,3.910247,wet,224.0,217.69,65.691,clay,good,0.3113,Medium
Oyo,Ibadan South East,7.360857,3.911363,dry,54.9,216.74,66.119,clay,basic,0.3121,Medium
Oyo,Ibadan South East,7.361639,3.923407,wet,212.1,217.09,64.967,clay,none,0.4411,High
Oyo,Ibadan South East,7.336987,3.916233,dry,61.0,219.35,64.509,sandy,none,0.2661,Medium
Oyo,Ibadan South East,7.385517,3.907679,dry,59.4,218.22,67.725,clay,none,0.3654,Medium
Oyo,Ibadan South East,7.343979,3.937262,dry,62.1,214.8,62.731,sandy,none,0.2709,Medium
Oyo,Ibadan South East,7.379758,3.933815,dry,56.3,218.91,64.883,clay,good,0.2282,Medium
Oyo,Ibadan South East,7.359375,3.894431,dry,58.1,216.58,67.382,sandy,none,0.2673,Low
Oyo,Ibadan South East,7.33805,3.919353,dry,59.3,221.94,64.244,clay,none,0.3618,Medium
Oyo,Ibadan South East,7.341896,3.931119,dry,55.9,216.0,63.244,clay,none,0.3657,Medium
Oyo,Ibadan South East,7.359016,3.958295,dry,54.1,218.04,61.413,clay,basic,0.3104,Medium
Oyo,Ibadan South East,7.372705,3.919474,dry,56.9,219.38,65.911,clay,none,0.3631,Medium
Oyo,Ibadan South East,7.374768,3.889776,wet,199.7,219.84,66.503,clay,none,0.4324,High
Oyo,Ibadan South East,7.36001,3.931542,dry,63.0,219.69,64.084,clay,none,0.3658,Medium
Oyo,Ibadan South East,7.362461,3.911091,wet,216.9,216.6,66.225,clay,none,0.4439,High
Oyo,Ibadan South East,7.371936,3.91362,dry,62.5,214.52,66.447,clay,none,0.3703,High
Oyo,Ibadan South East,7.358179,3.918636,dry,57.0,220.3,65.268,clay,none,0.3623,Medium
Oyo,Ibadan South East,7.357212,3.911811,dry,59.6,221.29,65.898,silty,none,0.3241,Medium
Oyo,Ibadan South East,7.353709,3.924922,wet,211.4,214.73,64.427,clay,none,0.4429,High
Oyo,Ona-Ara,7.30873,4.029285,wet,206.9,178.68,51.892,clay,none,0.4744,High
Oyo,Ona-Ara,7.34828,4.019664,wet,204.7,183.12,54.915,clay,good,0.3342,Medium
Oyo,Ona-Ara,7.31769,4.026415,dry,61.5,178.37,52.626,clay,none,0.4036,High
Oyo,Ona-Ara,7.341751,3.995659,wet,202.0,175.77,56.874,clay,none,0.4747,High
Oyo,Ona-Ara,7.333823,4.023259,wet,195.4,182.51,53.778,clay,good,0.3302,Medium
Oyo,Ona-Ara,7.316749,4.022425,wet,202.8,180.7,52.969,clay,none,0.4705,High
Oyo,Ona-Ara,7.344659,4.038029,wet,210.8,176.89,52.966,clay,basic,0.4255,High
Oyo,Ona-Ara,7.335072,3.999819,wet,197.0,175.3,56.12,clay,none,0.4727,High
Oyo,Ona-Ara,7.342105,4.012621,wet,214.5,183.99,55.251,clay,none,0.4731,High
Oyo,Ona-Ara,7.336797,4.018994,dry,54.7,177.32,54.35,clay,none,0.4012,Medium
Oyo,Ona-Ara,7.308018,4.011187,wet,205.0,180.04,53.651,clay,moderate,0.3747,High
Oyo,Ona-Ara,7.324362,4.007124,dry,58.8,180.48,54.857,clay,none,0.4003,High
Oyo,Ona-Ara,7.352813,3.998217,wet,201.8,184.58,57.219,clay,none,0.4664,High
Oyo,Ona-Ara,7.34579,4.038431,wet,207.8,177.74,52.993,clay,none,0.4757,High
Oyo,Ona-Ara,7.322429,4.022504,wet,201.1,177.35,53.252,sandy,none,0.3738,Medium
Oyo,Ona-Ara,7.351628,4.006083,wet,223.5,178.95,56.399,loamy,none,0.4107,High
Oyo,Ona-Ara,7.33224,4.022907,dry,57.9,181.51,53.727,clay,none,0.3989,Medium
Oyo,Ona-Ara,7.35746,3.998459,dry,55.1,180.75,57.451,loamy,none,0.3267,Medium
Oyo,Ona-Ara,7.314624,4.006891,wet,215.6,179.28,54.397,clay,none,0.4781,High
Oyo,Ona-Ara,7.311272,4.005527,dry,58.5,180.8,54.37,clay,none,0.3999,High
Oyo,Ona-Ara,7.296835,4.041462,dry,60.5,181.35,50.103,clay,none,0.4003,Medium
Oyo,Ona-Ara,7.346506,4.053467,dry,57.0,181.56,51.621,clay,none,0.3984,Medium
Oyo,Ona-Ara,7.326375,4.022468,dry,63.2,179.63,53.46,clay,none,0.4032,Medium
Oyo,Ona-Ara,7.315237,4.001833,wet,219.8,177.83,54.928,sandy,none,0.3825,Medium
Oyo,Ona-Ara,7.310622,4.034912,dry,54.3,177.19,51.433,clay,none,0.4012,Medium
Oyo,Ona-Ara,7.320546,4.046491,dry,63.0,180.84,50.822,clay,none,0.402,High
Oyo,Ona-Ara,7.308943,4.024905,wet,218.4,179.83,52.335,clay,none,0.4789,High
Oyo,Ona-Ara,7.340226,4.031644,dry,62.8,182.17,53.323,clay,none,0.4007,Medium
Oyo,Ona-Ara,7.341201,4.027126,wet,198.4,179.8,53.809,clay,none,0.4692,High
Oyo,Ona-Ara,7.315397,4.017798,wet,218.0,178.58,53.357,clay,none,0.4799,High
Oyo,Ona-Ara,7.325395,4.012791,wet,207.6,181.36,54.354,clay,none,0.4722,High
Oyo,Ona-Ara,7.310138,4.026974,wet,195.1,184.08,52.19,clay,good,0.3286,Medium
Oyo,Ona-Ara,7.341552,4.005187,wet,201.5,178.18,55.939,clay,none,0.4722,High
Oyo,Ona-Ara,7.311002,4.027264,wet,213.6,180.08,52.204,clay,none,0.4763,High
Oyo,Ona-Ara,7.338099,4.022571,dry,60.5,183.82,54.076,clay,none,0.398,High
Oyo,Ona-Ara,7.334174,4.017719,dry,56.6,181.19,54.333,clay,none,0.3986,Medium
Oyo,Ona-Ara,7.312676,4.011542,dry,54.2,179.99,53.841,clay,none,0.3985,Medium
Oyo,Ona-Ara,7.352227,4.003318,dry,58.5,180.41,56.697,loamy,none,0.3287,Medium
Oyo,Ona-Ara,7.32118,4.02531,wet,216.9,179.27,52.913,clay,none,0.4787,High
Oyo,Ona-Ara,7.307206,4.022348,dry,56.4,176.52,52.503,clay,none,0.4028,High
Oyo,Oluyole,7.238571,3.860845,dry,58.7,136.19,61.475,sandy,basic,0.2901,Medium
Oyo,Oluyole,7.209256,3.829644,wet,218.9,140.65,58.825,sandy,basic,0.3642,Medium
Oyo,Oluyole,7.208375,3.859712,wet,214.1,137.71,58.927,sandy,basic,0.3646,Medium
Oyo,Oluyole,7.219844,3.87562,dry,53.9,137.23,58.831,sandy,basic,0.2868,Medium
Oyo,Oluyole,7.216676,3.849515,wet,220.0,139.65,60.356,sandy,basic,0.3657,Medium
Oyo,Oluyole,7.216015,3.870644,wet,221.8,136.21,58.831,sandy,basic,0.3698,Medium
Oyo,Oluyole,7.223287,3.854846,wet,216.7,139.86,60.55,sandy,basic,0.3639,Medium
Oyo,Oluyole,7.225915,3.892035,dry,62.2,140.04,58.293,sandy,basic,0.2882,Medium
Oyo,Oluyole,7.211172,3.868069,dry,61.6,139.38,58.586,sandy,basic,0.2885,Medium
Oyo,Oluyole,7.217019,3.858439,wet,208.6,137.53,59.76,sandy,basic,0.3621,Medium
Oyo,Oluyole,7.217637,3.876927,wet,208.3,139.77,58.548,silty,basic,0.4204,Medium
Oyo,Oluyole,7.227753,3.881267,dry,61.6,138.73,59.158,clay,basic,0.3881,Medium
Oyo,Oluyole,7.240855,3.861442,wet,206.6,139.15,61.637,sandy,moderate,0.3146,Medium
Oyo,Oluyole,7.240829,3.86057,wet,198.1,136.9,61.693,sandy,basic,0.3576,Medium
Oyo,Oluyole,7.245034,3.87356,wet,203.3,138.44,61.21,sandy,basic,0.3587,Medium
Oyo,Oluyole,7.226304,3.875747,dry,59.4,142.79,59.394,loamy,basic,0.3118,Medium
Oyo,Oluyole,7.215261,3.905621,dry,56.9,137.9,56.459,sandy,basic,0.2876,Low
Oyo,Oluyole,7.223455,3.87114,wet,207.8,139.52,59.45,sandy,basic,0.3599,Medium
Oyo,Oluyole,7.196179,3.854297,dry,62.0,137.71,58.279,sandy,basic,0.2903,Low
Oyo,Oluyole,7.180434,3.861551,dry,61.8,138.2,56.434,sandy,moderate,0.2447,Low
Oyo,Oluyole,7.210553,3.848364,dry,55.2,134.23,59.918,sandy,basic,0.2902,Medium
Oyo,Oluyole,7.213756,3.877223,dry,58.3,140.0,58.187,silty,good,0.2643,Low
Oyo,Oluyole,7.21109,3.872214,dry,54.8,138.17,58.294,sandy,basic,0.2863,Low
Oyo,Oluyole,7.210034,3.889298,dry,57.9,137.02,57.049,sandy,basic,0.2889,Low
Oyo,Oluyole,7.234563,3.867589,dry,58.1,139.8,60.669,sandy,basic,0.2864,Medium
Oyo,Oluyole,7.20736,3.889321,wet,222.9,138.58,56.811,sandy,basic,0.3681,Medium
Oyo,Oluyole,7.206002,3.860847,wet,223.7,139.54,58.644,clay,basic,0.4666,Medium
Oyo,Oluyole,7.197168,3.854187,dry,54.7,136.06,58.37,sandy,basic,0.2882,Medium
Oyo,Oluyole,7.237509,3.857819,wet,208.6,139.13,61.586,sandy,basic,0.3606,Medium
Oyo,Oluyole,7.210377,3.873318,dry,60.6,137.91,58.156,sandy,basic,0.2894,Medium
Oyo,Oluyole,7.213304,3.837364,wet,210.3,136.61,59.786,sandy,basic,0.3638,Medium
Oyo,Oluyole,7.249816,3.882331,wet,224.4,141.56,61.08,loamy,basic,0.3936,Medium
Oyo,Oluyole,7.222162,3.893248,dry,57.9,136.77,57.876,sandy,basic,0.2892,Low
Oyo,Oluyole,7.2238,3.877276,dry,58.0,140.05,59.07,sandy,basic,0.2861,Low
Oyo,Oluyole,7.221615,3.871626,wet,214.7,141.57,59.256,sandy,basic,0.3613,Medium
Oyo,Oluyole,7.210255,3.857877,dry,63.1,141.42,59.218,sandy,basic,0.2874,Low
Oyo,Oluyole,7.195316,3.882749,dry,59.8,138.21,56.198,sandy,basic,0.2887,Medium
Oyo,Oluyole,7.221472,3.887644,dry,54.1,141.35,58.179,silty,basic,0.3435,Medium
Oyo,Oluyole,7.233027,3.88122,wet,224.5,141.03,59.634,sandy,basic,0.3666,Medium
Oyo,Oluyole,7.214092,3.871323,wet,214.9,139.08,58.617,sandy,basic,0.3637,Medium
Rivers,Port Harcourt,4.800848,6.995185,wet,255.3,19.03,66.81,clay,basic,0.5945,High
Rivers,Port Harcourt,4.807966,6.993966,dry,73.5,20.47,66.011,loamy,basic,0.4328,Medium
Rivers,Port Harcourt,4.815081,6.997919,dry,77.2,14.7,65.256,clay,basic,0.5115,High
Rivers,Port Harcourt,4.837021,7.002948,wet,263.3,13.1,62.874,loamy,basic,0.5325,High
Rivers,Port Harcourt,4.818922,7.024648,wet,274.8,19.77,65.14,clay,basic,0.6034,High
Rivers,Port Harcourt,4.793235,7.002544,wet,259.4,16.54,67.72,clay,good,0.5164,High
Rivers,Port Harcourt,4.820269,6.98452,dry,77.0,17.16,64.576,clay,basic,0.5091,High
Rivers,Port Harcourt,4.807902,7.017783,wet,269.3,19.11,66.265,clay,basic,0.6013,High
Rivers,Port Harcourt,4.82967,6.994877,dry,79.3,15.89,63.612,silty,basic,0.4729,High
Rivers,Port Harcourt,4.812604,7.016891,wet,265.6,19.02,65.734,clay,basic,0.5996,High
Rivers,Port Harcourt,4.813092,6.990228,dry,77.1,16.9,65.413,clay,basic,0.5094,High
Rivers,Port Harcourt,4.819861,6.975578,wet,284.8,14.01,64.571,clay,none,0.6662,Critical
Rivers,Port Harcourt,4.821143,6.997973,wet,265.5,14.0,64.585,clay,basic,0.6042,High
Rivers,Port Harcourt,4.840374,7.004426,wet,280.1,19.71,62.519,clay,basic,0.606,High
Rivers,Port Harcourt,4.818025,6.992678,wet,274.4,14.58,64.885,clay,none,0.6605,Critical
Rivers,Port Harcourt,4.81616,6.989196,dry,75.1,16.58,65.065,clay,basic,0.5087,High
Rivers,Port Harcourt,4.812094,6.979189,dry,73.4,16.84,65.452,silty,basic,0.4692,High
Rivers,Port Harcourt,4.854804,7.013795,dry,80.4,17.33,61.033,clay,basic,0.5106,High
Rivers,Port Harcourt,4.815613,6.994308,dry,79.7,17.57,65.166,clay,none,0.5626,High
Rivers,Port Harcourt,4.84186,7.010356,dry,77.1,19.33,62.421,clay,basic,0.5072,High
Rivers,Port Harcourt,4.8176,7.023154,dry,80.0,14.85,65.265,clay,basic,0.5127,High
Rivers,Port Harcourt,4.834563,6.978293,wet,283.6,16.84,62.952,clay,basic,0.6104,High
Rivers,Port Harcourt,4.788009,6.985617,dry,71.2,16.15,68.165,clay,basic,0.5072,High
Rivers,Port Harcourt,4.800514,7.022003,dry,78.3,18.94,67.135,clay,none,0.5606,High
Rivers,Port Harcourt,4.841597,6.995529,dry,76.9,15.58,62.296,clay,good,0.4281,Medium
Rivers,Port Harcourt,4.819242,6.991798,wet,262.2,23.62,64.743,clay,basic,0.5936,High
Rivers,Port Harcourt,4.809041,6.98616,dry,74.0,17.36,65.834,clay,basic,0.5075,High
Rivers,Port Harcourt,4.811425,7.005788,dry,76.0,20.76,65.738,clay,basic,0.5053,High
Rivers,Port Harcourt,4.841999,7.010697,dry,79.8,15.72,62.41,sandy,none,0.4653,Medium
Rivers,Port Harcourt,4.84297,6.984319,wet,272.7,15.82,62.055,clay,good,0.5236,High
Rivers,Port Harcourt,4.802842,6.988343,wet,279.3,17.71,66.537,clay,basic,0.6075,High
Rivers,Port Harcourt,4.801592,7.036562,wet,261.4,14.75,67.227,sandy,basic,0.5025,High
Rivers,Port Harcourt,4.826007,7.005695,dry,72.3,17.95,64.122,clay,basic,0.5061,High
Rivers,Port Harcourt,4.837756,7.01973,dry,75.5,17.06,62.994,sandy,basic,0.4095,Medium
Rivers,Port Harcourt,4.814595,6.980606,dry,78.3,13.86,65.182,clay,basic,0.5128,High
Rivers,Port Harcourt,4.808349,6.985948,dry,77.5,17.08,65.909,clay,basic,0.5094,High
Rivers,Port Harcourt,4.815092,6.995832,dry,73.0,16.89,65.237,clay,basic,0.5074,High
Rivers,Port Harcourt,4.848704,6.966491,wet,261.2,14.26,61.329,clay,basic,0.6019,High
Rivers,Port Harcourt,4.804384,6.963762,dry,79.8,15.82,66.247,loamy,basic,0.4402,High
Rivers,Port Harcourt,4.807592,7.0054,dry,79.8,20.16,66.158,clay,basic,0.5077,High
Rivers,Ahoada East,5.072582,6.650698,wet,264.8,11.52,49.233,silty,none,0.6202,High
Rivers,Ahoada East,5.068068,6.673171,dry,74.7,12.2,47.978,silty,none,0.5266,High
Rivers,Ahoada East,5.09781,6.658869,wet,282.8,12.86,46.565,silty,none,0.6278,High
Rivers,Ahoada East,5.095665,6.668088,dry,71.9,13.33,46.039,silty,basic,0.4717,High
Rivers,Ahoada East,5.092862,6.660793,dry,79.5,12.87,46.818,silty,none,0.5284,High
Rivers,Ahoada East,5.066653,6.634273,wet,261.9,9.76,50.953,silty,none,0.6204,High
Rivers,Ahoada East,5.086789,6.642021,dry,77.9,12.84,48.743,silty,none,0.5276,High
Rivers,Ahoada East,5.070784,6.66746,wet,267.5,15.66,48.155,silty,none,0.6177,High
Rivers,Ahoada East,5.064208,6.649582,dry,78.8,8.45,50.008,silty,none,0.5321,High
Rivers,Ahoada East,5.077787,6.649148,dry,73.6,13.01,48.923,silty,good,0.3903,Medium
Rivers,Ahoada East,5.075659,6.642216,dry,70.8,14.08,49.621,silty,none,0.523,Medium
Rivers,Ahoada East,5.09076,6.639131,dry,70.6,9.82,48.655,silty,none,0.5269,High
Rivers,Ahoada East,5.073287,6.632808,dry,80.1,10.58,50.531,silty,none,0.5308,High
Rivers,Ahoada East,5.081446,6.644008,dry,80.1,11.94,49.017,silty,none,0.5295,High
Rivers,Ahoada East,5.09097,6.659188,wet,271.8,11.18,47.093,sandy,moderate,0.4659,High
Rivers,Ahoada East,5.080526,6.657346,dry,79.3,11.74,48.084,silty,none,0.5293,Medium
Rivers,Ahoada East,5.080901,6.636845,dry,71.1,9.9,49.612,silty,none,0.527,High
Rivers,Ahoada East,5.051784,6.649743,dry,75.9,11.25,51.036,silty,none,0.5281,Medium
Rivers,Ahoada East,5.091156,6.615595,wet,257.6,13.57,50.502,silty,none,0.6148,Critical
Rivers,Ahoada East,5.089318,6.657646,wet,270.6,7.92,47.343,silty,none,0.6264,High
Rivers,Ahoada East,5.09839,6.646441,wet,277.1,9.94,47.482,sandy,basic,0.5147,High
Rivers,Ahoada East,5.089241,6.634362,dry,77.1,10.44,49.148,silty,none,0.5294,High
Rivers,Ahoada East,5.070559,6.62278,dry,79.6,9.5,51.524,silty,none,0.5315,High
Rivers,Ahoada East,5.082103,6.664313,dry,74.1,12.08,47.437,silty,basic,0.474,Medium
Rivers,Ahoada East,5.077079,6.638059,wet,275.0,13.64,49.824,silty,none,0.6232,High
Rivers,Ahoada East,5.092654,6.653347,wet,261.2,10.21,47.402,silty,none,0.6197,High
Rivers,Ahoada East,5.088407,6.648832,dry,73.6,10.85,48.089,silty,none,0.5274,High
Rivers,Ahoada East,5.071592,6.650031,dry,80.3,13.05,49.364,silty,none,0.5286,High
Rivers,Ahoada East,5.072445,6.639971,dry,80.5,15.29,50.051,silty,none,0.5266,High
Rivers,Ahoada East,5.075443,6.616401,dry,79.6,10.79,51.643,clay,none,0.5688,High
Rivers,Ahoada East,5.056561,6.666666,dry,76.7,10.89,49.424,silty,none,0.5288,High
Rivers,Ahoada East,5.085001,6.624886,wet,268.4,14.46,50.228,silty,good,0.4842,High
Rivers,Ahoada East,5.084486,6.662327,wet,259.4,13.59,47.387,silty,none,0.6156,High
Rivers,Ahoada East,5.071437,6.658799,dry,76.2,11.22,48.729,silty,none,0.5283,High
Rivers,Ahoada East,5.079173,6.634474,dry,80.3,11.13,49.933,silty,none,0.5304,High
Rivers,Ahoada East,5.09276,6.66534,wet,284.7,13.05,46.483,silty,none,0.6285,High
Rivers,Ahoada East,5.098306,6.641825,dry,79.7,13.74,47.852,silty,none,0.5276,High
Rivers,Ahoada East,5.073779,6.625614,wet,263.7,13.18,51.049,silty,none,0.6181,Critical
Rivers,Ahoada East,5.073614,6.668847,dry,70.9,9.92,47.816,loamy,none,0.4939,High
Rivers,Ahoada East,5.066454,6.633509,wet,267.5,9.6,51.027,silty,none,0.6233,High
Delta,Asaba,6.200249,6.737559,dry,65.4,38.69,23.259,clay,basic,0.4834,High
Delta,Asaba,6.189336,6.73453,dry,63.1,47.65,24.517,clay,moderate,0.4289,Medium
Delta,Asaba,6.202712,6.734447,dry,63.0,41.02,23.103,loamy,basic,0.4085,Medium
Delta,Asaba,6.21198,6.722618,dry,60.2,43.26,22.589,clay,basic,0.4766,High
Delta,Asaba,6.201868,6.709815,wet,239.8,40.09,24.181,clay,basic,0.5673,High
Delta,Asaba,6.190962,6.708954,wet,219.3,42.18,25.329,loamy,basic,0.4838,High
Delta,Asaba,6.18638,6.731296,wet,221.6,44.93,24.938,clay,basic,0.5539,High
Delta,Asaba,6.178585,6.711492,wet,218.5,40.14,26.492,clay,basic,0.5569,High
Delta,Asaba,6.194629,6.743183,dry,67.0,46.08,23.684,clay,basic,0.4773,Medium
Delta,Asaba,6.227089,6.734949,wet,235.6,46.13,20.527,clay,basic,0.5596,High
Delta,Asaba,6.215665,6.728132,wet,237.7,47.05,21.982,clay,none,0.6123,High
Delta,Asaba,6.16781,6.736333,wet,237.6,46.71,26.76,clay,basic,0.5601,High
Delta,Asaba,6.208925,6.761013,wet,219.4,43.77,21.679,clay,basic,0.5539,High
Delta,Asaba,6.187741,6.723285,wet,239.6,43.25,25.079,clay,basic,0.5643,High
Delta,Asaba,6.191746,6.69217,wet,244.2,46.02,26.044,sandy,basic,0.4649,Medium
Delta,Asaba,6.210117,6.716312,wet,220.4,39.33,23.051,clay,basic,0.5585,High
Delta,Asaba,6.202399,6.740509,wet,229.0,44.12,22.935,clay,basic,0.5583,High
Delta,Asaba,6.19204,6.739469,wet,226.5,46.03,24.072,clay,basic,0.5553,High
Delta,Asaba,6.188914,6.703451,wet,240.7,42.44,25.784,clay,good,0.4831,High
Delta,Asaba,6.213317,6.724638,wet,218.2,46.33,22.367,clay,basic,0.5509,High
Delta,Asaba,6.207183,6.734248,dry,66.8,42.13,22.638,clay,moderate,0.4358,Medium
Delta,Asaba,6.213475,6.727884,dry,66.7,46.74,22.219,clay,basic,0.4765,High
Delta,Asaba,6.189575,6.724104,dry,68.9,42.17,24.856,clay,basic,0.4818,High
Delta,Asaba,6.209928,6.743201,wet,233.9,43.99,22.048,clay,basic,0.5608,High
Delta,Asaba,6.208516,6.714582,wet,235.4,45.93,23.291,clay,basic,0.5597,High
Delta,Asaba,6.204922,6.733405,dry,66.0,44.36,22.906,clay,basic,0.4784,Medium
Delta,Asaba,6.183505,6.754731,wet,227.9,44.48,24.588,clay,basic,0.5574,High
Delta,Asaba,6.194248,6.743393,dry,66.0,45.22,23.719,clay,basic,0.4776,High
Delta,Asaba,6.208178,6.74366,dry,60.5,43.51,22.22,clay,basic,0.4765,Medium
Delta,Asaba,6.192279,6.712042,dry,60.0,42.92,25.06,clay,basic,0.4768,High
Delta,Asaba,6.183788,6.745652,dry,59.9,43.8,24.781,clay,basic,0.4759,High
Delta,Asaba,6.199825,6.726501,dry,69.3,42.45,23.694,clay,basic,0.4818,High
Delta,Asaba,6.200325,6.751676,wet,224.1,44.62,22.836,clay,moderate,0.5104,High
Delta,Asaba,6.221363,6.735112,dry,62.1,40.08,21.118,clay,basic,0.4804,Medium
Delta,Asaba,6.214552,6.728695,dry,64.3,43.6,22.075,clay,basic,0.4782,High
Delta,Asaba,6.172605,6.730563,dry,69.1,44.84,26.424,clay,basic,0.4794,High
Delta,Asaba,6.205858,6.729038,wet,244.9,43.85,22.968,clay,basic,0.5663,High
Delta,Asaba,6.199706,6.723418,wet,232.0,42.66,23.826,clay,basic,0.5611,High
Delta,Asaba,6.196561,6.734905,dry,66.0,42.31,23.738,clay,basic,0.4803,High
Delta,Asaba,6.199857,6.748054,wet,230.5,46.06,22.984,clay,basic,0.5572,High
Delta,Patani,5.20514,6.16632,dry,78.7,11.68,16.179,clay,none,0.6134,Critical
Delta,Patani,5.242149,6.180355,wet,259.4,10.11,11.993,clay,none,0.7535,Critical
Delta,Patani,5.215017,6.205245,dry,76.9,14.81,15.267,clay,none,0.6206,High
Delta,Patani,5.217953,6.198636,wet,260.8,11.18,14.827,clay,none,0.7191,Critical
Delta,Patani,5.201269,6.194291,dry,72.6,8.17,16.614,clay,moderate,0.511,High
Delta,Patani,5.214933,6.182162,wet,255.6,14.25,15.021,clay,moderate,0.6139,High
Delta,Patani,5.241642,6.166117,dry,79.5,14.38,12.147,clay,none,0.6597,High
Delta,Patani,5.226058,6.18081,wet,283.5,8.28,13.782,clay,none,0.7455,Critical
Delta,Patani,5.228277,6.182662,wet,280.0,12.25,13.538,clay,none,0.743,Critical
Delta,Patani,5.218667,6.154904,wet,284.1,12.77,14.866,clay,none,0.7286,Critical
Delta,Patani,5.205265,6.180716,dry,76.1,11.7,16.094,clay,none,0.6132,High
Delta,Patani,5.215445,6.215873,wet,279.6,9.93,15.48,clay,none,0.7217,Critical
Delta,Patani,5.201309,6.159618,wet,274.2,11.96,16.687,clay,none,0.7026,Critical
Delta,Patani,5.212655,6.172955,wet,282.3,13.24,15.292,clay,none,0.7222,Critical
Delta,Patani,5.219773,6.19652,wet,259.8,10.84,14.596,clay,none,0.7218,Critical
Delta,Patani,5.228223,6.170058,wet,278.4,11.88,13.586,clay,none,0.742,Critical
Delta,Patani,5.232079,6.183988,dry,78.8,14.65,13.12,clay,none,0.6474,High
Delta,Patani,5.207839,6.206335,dry,71.1,11.55,16.074,clay,none,0.6111,High
Delta,Patani,5.222068,6.182154,dry,76.4,12.53,14.227,sandy,none,0.5359,High
Delta,Patani,5.247755,6.184645,wet,278.8,13.74,11.381,clay,none,0.7669,Critical
Delta,Patani,5.218915,6.178392,dry,74.7,12.41,14.577,clay,none,0.63,High
Delta,Patani,5.249298,6.179402,wet,271.8,12.43,11.198,clay,none,0.7669,Critical
Delta,Patani,5.234168,6.198864,dry,74.6,11.63,13.048,clay,none,0.649,High
Delta,Patani,5.232176,6.197627,wet,278.2,14.43,13.246,clay,none,0.7436,Critical
Delta,Patani,5.209311,6.190393,wet,278.5,13.45,15.686,clay,none,0.7154,Critical
Delta,Patani,5.240201,6.211565,wet,275.3,13.63,12.7,clay,none,0.7495,Critical
Delta,Patani,5.227554,6.199858,dry,73.1,12.2,13.792,clay,none,0.6389,Critical
Delta,Patani,5.234485,6.198657,dry,72.7,13.99,13.01,clay,none,0.6464,High
Delta,Patani,5.215213,6.18665,wet,269.1,16.38,15.006,clay,none,0.7162,Critical
Delta,Patani,5.207108,6.16627,wet,266.4,14.37,15.961,clay,none,0.7053,Critical
Delta,Patani,5.241347,6.213383,wet,270.1,10.64,12.634,clay,none,0.7505,Critical
Delta,Patani,5.228856,6.199662,dry,71.0,12.63,13.645,loamy,none,0.5677,High
Delta,Patani,5.230943,6.184531,dry,73.2,9.43,13.248,clay,none,0.648,High
Delta,Patani,5.200609,6.234393,wet,274.1,7.75,17.67,clay,none,0.6947,Critical
Delta,Patani,5.220512,6.194022,dry,71.8,13.16,14.482,clay,none,0.629,Critical
Delta,Patani,5.178034,6.206154,dry,77.8,11.06,19.34,loamy,moderate,0.4066,Medium
Delta,Patani,5.223843,6.198256,dry,72.7,9.28,14.173,clay,basic,0.5843,High
Delta,Patani,5.21481,6.193007,dry,70.9,10.15,15.101,clay,none,0.624,High
Delta,Patani,5.20423,6.202365,wet,257.4,12.6,16.397,clay,none,0.6973,Critical
Delta,Patani,5.184164,6.200642,wet,273.7,11.71,18.581,clay,none,0.6799,Critical
Bayelsa,Yenagoa,4.962684,6.259963,wet,274.3,16.15,26.421,clay,none,0.659,Critical
Bayelsa,Yenagoa,4.910518,6.254053,wet,284.0,14.99,23.588,clay,basic,0.6124,High
Bayelsa,Yenagoa,4.943567,6.282277,dry,72.1,13.01,27.757,clay,none,0.5631,High
Bayelsa,Yenagoa,4.927002,6.226277,wet,266.0,15.43,21.324,clay,none,0.6556,Critical
Bayelsa,Yenagoa,4.920952,6.26767,dry,74.3,17.77,25.374,clay,none,0.5597,High
Bayelsa,Yenagoa,4.945019,6.269926,dry,77.7,14.71,26.558,clay,none,0.5643,High
Bayelsa,Yenagoa,4.926219,6.254983,dry,75.4,11.97,24.24,sandy,none,0.4667,High
Bayelsa,Yenagoa,4.926467,6.270778,dry,71.4,15.82,25.896,clay,none,0.5601,High
Bayelsa,Yenagoa,4.915674,6.268715,dry,78.3,14.37,25.308,silty,basic,0.4739,High
Bayelsa,Yenagoa,4.932516,6.256191,dry,76.5,17.2,24.618,clay,none,0.5613,High
Bayelsa,Yenagoa,4.921614,6.251738,wet,284.5,16.2,23.727,clay,none,0.664,Critical
Bayelsa,Yenagoa,4.927391,6.261152,dry,75.4,16.91,24.926,clay,none,0.5611,High
Bayelsa,Yenagoa,4.94989,6.255659,dry,76.8,14.81,25.348,clay,none,0.5637,Critical
Bayelsa,Yenagoa,4.917709,6.235839,wet,258.4,16.24,21.923,sandy,none,0.5522,High
